Image,Ground Truth Season,a photo of spring,a photo of summer,a photo of autumn,a photo of winter,blooming flowers,dense green trees,colorful leaves,bare trees,a colorful wildflowers,sunlit wheat fields,yellow leaves,icy rivers,green grass and fresh buds on trees,dense green trees in summer,brown leaves in fall,cold weather with bare trees
/mnt/lake/VBags/141121/frame0078.jpg,Autumn,0.843,0.0736,0.0348,0.04904,0.1398,0.013214,0.003727,0.8433,0.001244,6.05e-05,0.923,0.07574,0.0848,0.004093,0.4307,0.4805
/mnt/lake/VBags/141121/frame0272.jpg,Autumn,0.3623,0.0847,0.2231,0.3298,0.00703,0.05197,0.005478,0.9355,0.000983,4.745e-05,0.4568,0.5425,0.02065,0.001861,0.762,0.2151
/mnt/lake/VBags/141121/frame0300.jpg,Autumn,0.6274,0.1316,0.09186,0.149,0.01228,0.08264,0.002657,0.9023,0.00468,0.0002385,0.4626,0.532,0.0463,0.010994,0.555,0.3875
/mnt/lake/VBags/141121/frame0301.jpg,Autumn,0.4949,0.1005,0.144,0.2607,0.00439,0.01683,0.000684,0.978,0.002468,0.0001603,0.674,0.3235,0.0224,0.00349,0.4229,0.5513
/mnt/lake/VBags/141121/frame0113.jpg,Autumn,0.435,0.0627,0.04657,0.4558,0.007057,0.008644,0.0003624,0.984,0.002283,0.0002642,0.3132,0.684,0.0207,0.001345,0.1506,0.827
/mnt/lake/VBags/141121/frame0266.jpg,Autumn,0.4387,0.0964,0.11804,0.347,0.002745,0.00412,0.0007157,0.992,0.000478,0.00010103,0.352,0.6475,0.00726,0.000644,0.2854,0.7065
/mnt/lake/VBags/141121/frame0249.jpg,Autumn,0.452,0.0704,0.0259,0.452,0.00852,0.005768,0.0002918,0.9854,0.001808,0.00011927,0.1844,0.8135,0.02193,0.0009193,0.1671,0.81
/mnt/lake/VBags/141121/frame0242.jpg,Autumn,0.535,0.05136,0.08875,0.3247,0.00996,0.005085,0.0003743,0.9844,0.00162,0.000754,0.7886,0.209,0.0331,0.001064,0.2125,0.7534
/mnt/lake/VBags/141121/frame0104.jpg,Autumn,0.573,0.134,0.1543,0.1383,0.00943,0.011734,0.002104,0.9766,0.00325,0.0004983,0.6597,0.337,0.04678,0.001901,0.335,0.616
/mnt/lake/VBags/141121/frame0262.jpg,Autumn,0.589,0.11414,0.05145,0.2455,0.00966,0.063,0.001529,0.926,0.001562,0.0001633,0.317,0.681,0.098,0.006775,0.4126,0.4824
/mnt/lake/VBags/141121/frame0052.jpg,Autumn,0.549,0.10474,0.09534,0.2512,0.02914,0.005062,0.000827,0.965,0.000785,0.0001658,0.4644,0.5347,0.04138,0.001351,0.2576,0.6997
/mnt/lake/VBags/141121/frame0229.jpg,Autumn,0.5874,0.2195,0.02747,0.1656,0.01637,0.03156,0.000719,0.951,0.003998,0.000825,0.3435,0.652,0.1029,0.00806,0.2588,0.6304
/mnt/lake/VBags/141121/frame0140.jpg,Autumn,0.7524,0.02496,0.0545,0.168,0.05807,0.003328,0.001115,0.9375,0.00783,0.001077,0.9785,0.01251,0.2064,0.000341,0.2233,0.57
/mnt/lake/VBags/141128/frame0287.jpg,Autumn,0.0794,0.0794,0.765,0.0758,0.00864,0.0118,0.02744,0.952,0.0007567,0.0002785,0.8696,0.1293,0.00206,0.000321,0.9126,0.0849
/mnt/lake/VBags/141128/frame0286.jpg,Autumn,0.1098,0.0984,0.6416,0.15,0.00454,0.006107,0.009026,0.9805,0.000773,0.0002048,0.8345,0.1643,0.004566,0.0004313,0.699,0.296
/mnt/lake/VBags/141128/frame0206.jpg,Autumn,0.2275,0.1691,0.537,0.0662,0.0367,0.02124,0.06647,0.8755,0.0004392,1.466e-05,0.9883,0.011154,0.004597,0.0005403,0.947,0.04788
/mnt/lake/VBags/141128/frame0342.jpg,Autumn,0.3552,0.1153,0.2854,0.2441,0.0037,0.01441,0.00275,0.979,0.000999,0.000312,0.73,0.2686,0.02116,0.001908,0.254,0.723
/mnt/lake/VBags/141128/frame0338.jpg,Autumn,0.31,0.11053,0.2693,0.31,0.001441,0.00779,0.001794,0.989,0.0005755,0.0001254,0.4763,0.523,0.01348,0.0010395,0.1643,0.8213
/mnt/lake/VBags/141128/frame0208.jpg,Autumn,0.4473,0.2146,0.1953,0.143,0.492,0.001679,0.00691,0.4995,0.1865,0.005856,0.2844,0.523,0.3088,0.00011116,0.12286,0.5684
/mnt/lake/VBags/141128/frame0046.jpg,Autumn,0.375,0.2421,0.1885,0.1945,0.014435,0.002798,0.002146,0.9805,0.001465,0.0003822,0.7646,0.2333,0.03824,0.0004182,0.4731,0.4883
/mnt/lake/VBags/141128/frame0344.jpg,Autumn,0.4878,0.1559,0.1713,0.1852,0.0175,0.03708,0.004356,0.941,0.001871,0.0001636,0.503,0.495,0.03093,0.003159,0.761,0.2048
/mnt/lake/VBags/141128/frame0343.jpg,Autumn,0.5063,0.10284,0.1696,0.2212,0.00712,0.0273,0.00347,0.962,0.000922,9.06e-05,0.8,0.1991,0.04056,0.003832,0.3503,0.6055
/mnt/lake/VBags/141128/frame0340.jpg,Autumn,0.5225,0.1342,0.1569,0.1863,0.001976,0.004967,0.001295,0.9917,0.00081,0.000247,0.7363,0.2625,0.01698,0.0008197,0.1378,0.844
/mnt/lake/VBags/141128/frame0339.jpg,Autumn,0.49,0.1111,0.1239,0.275,0.00811,0.0358,0.003952,0.952,0.002062,0.000361,0.5454,0.4521,0.05954,0.003866,0.4756,0.461
/mnt/lake/VBags/141128/frame0349.jpg,Autumn,0.3384,0.4211,0.1305,0.10986,0.00496,0.003862,0.000661,0.9907,0.0334,0.0696,0.4065,0.4905,0.010765,0.0003684,0.02011,0.9688
/mnt/lake/VBags/141128/frame0309.jpg,Autumn,0.4817,0.10583,0.1109,0.3015,0.0073,0.004864,0.001308,0.9863,0.002531,0.0003142,0.61,0.3875,0.01301,0.0005045,0.4587,0.528
/mnt/lake/VBags/141128/frame0042.jpg,Autumn,0.6694,0.1774,0.07056,0.0825,0.0524,0.1947,0.00646,0.7466,0.01086,0.002682,0.621,0.3652,0.3982,0.0312,0.4307,0.1398
/mnt/lake/VBags/141128/frame0345.jpg,Autumn,0.6685,0.2103,0.06024,0.0612,0.02693,0.117,0.005062,0.851,0.003443,0.0003922,0.6665,0.3298,0.1465,0.02795,0.4956,0.33
/mnt/lake/VBags/141128/frame0289.jpg,Autumn,0.535,0.09296,0.0901,0.282,0.001516,0.004528,0.0007277,0.993,0.000836,0.0002694,0.592,0.407,0.01313,0.0006337,0.05112,0.935
/mnt/lake/VBags/141128/frame0346.jpg,Autumn,0.579,0.2032,0.0759,0.1418,0.00585,0.02388,0.00165,0.9688,0.002695,0.002342,0.05008,0.945,0.01183,0.002089,0.08887,0.8975
/mnt/lake/VBags/141128/frame0118.jpg,Autumn,0.863,0.06866,0.01682,0.05182,0.09625,0.0004122,0.004036,0.8994,0.03687,0.0003314,0.776,0.1871,0.0792,9.42e-05,0.1208,0.8
/mnt/lake/VBags/141128/frame0296.jpg,Autumn,0.641,0.1302,0.03293,0.1956,0.01556,0.01997,0.00204,0.9624,0.001745,0.0001811,0.3767,0.621,0.08405,0.003693,0.1864,0.726
/mnt/lake/VBags/141128/frame0335.jpg,Autumn,0.714,0.09076,0.02295,0.1722,0.00994,0.0358,0.00205,0.952,0.002007,0.000377,0.3914,0.6064,0.1016,0.0066,0.2185,0.6733
/mnt/lake/VBags/141128/frame0222.jpg,Autumn,0.7188,0.0806,0.0658,0.135,0.04544,0.00998,0.003092,0.9414,0.001192,0.0001731,0.9873,0.01149,0.3933,0.00049,0.1092,0.497
/mnt/lake/VBags/141128/frame0033.jpg,Autumn,0.621,0.108,0.1186,0.1522,0.01701,0.007317,0.00213,0.9736,0.0006895,9.63e-05,0.927,0.0726,0.0968,0.001026,0.4546,0.4475
/mnt/lake/VBags/141128/frame0107.jpg,Autumn,0.523,0.178,0.0841,0.2147,0.006668,0.01813,0.001039,0.974,0.0009713,0.0004623,0.3918,0.607,0.04514,0.003534,0.3284,0.623
/mnt/lake/VBags/141128/frame0304.jpg,Autumn,0.669,0.1425,0.0294,0.1589,0.007095,0.003052,0.000796,0.9893,0.001303,0.00011116,0.542,0.4565,0.03111,0.000458,0.1906,0.778
/mnt/lake/VBags/141128/frame0079.jpg,Autumn,0.6797,0.1277,0.02893,0.164,0.00445,0.003061,0.0003712,0.992,0.0005603,0.0002178,0.5425,0.4568,0.01852,0.0008664,0.193,0.7876
/mnt/lake/VBags/141128/frame0055.jpg,Autumn,0.5474,0.175,0.0664,0.211,0.0068,0.02908,0.0007515,0.9634,0.000931,0.000518,0.3696,0.629,0.0965,0.004173,0.4531,0.446
/mnt/lake/VBags/141128/frame0039.jpg,Autumn,0.5503,0.1482,0.06082,0.2405,0.00728,0.00851,0.0007434,0.9834,0.0008974,0.0003126,0.6816,0.3171,0.1333,0.002153,0.1879,0.677
/mnt/lake/VBags/141128/frame0036.jpg,Autumn,0.6157,0.1792,0.09296,0.1121,0.002506,0.0325,0.0003338,0.965,0.002934,0.0006967,0.7065,0.29,0.1847,0.02008,0.1605,0.635
/mnt/lake/VBags/141128/frame0294.jpg,Autumn,0.736,0.0921,0.05945,0.1128,0.00642,0.02385,0.001898,0.968,0.004612,0.002886,0.7285,0.264,0.0738,0.00697,0.2917,0.6274
/mnt/lake/VBags/141128/frame0209.jpg,Autumn,0.713,0.05582,0.0485,0.183,0.2817,0.00558,0.00428,0.7085,0.0185,0.000679,0.673,0.308,0.346,0.0002401,0.1881,0.4656
/mnt/lake/VBags/141128/frame0336.jpg,Autumn,0.7007,0.0632,0.012054,0.224,0.0067,0.02956,0.000378,0.9634,0.001771,0.0001572,0.4873,0.5107,0.1304,0.00573,0.10156,0.762
/mnt/lake/VBags/141128/frame0076.jpg,Autumn,0.4905,0.2976,0.03964,0.1722,0.00895,0.01837,0.0006585,0.972,0.001212,0.0001277,0.2874,0.7114,0.02393,0.00367,0.4446,0.528
/mnt/lake/VBags/141128/frame0240.jpg,Autumn,0.3875,0.4,0.0117,0.201,0.08984,0.0562,0.001724,0.852,0.003195,0.000702,0.2441,0.752,0.12305,0.01109,0.4363,0.4294
/mnt/lake/VBags/141128/frame0072.jpg,Autumn,0.6963,0.1288,0.02875,0.146,0.03056,0.058,0.004074,0.907,0.00995,0.00396,0.4167,0.5693,0.261,0.002441,0.588,0.1487
/mnt/lake/VBags/141128/frame0302.jpg,Autumn,0.4778,0.2054,0.01794,0.2988,0.004974,0.001318,0.0002637,0.9937,0.0003283,0.0001348,0.2068,0.793,0.01167,0.0002385,0.207,0.7812
/mnt/lake/VBags/141128/frame0038.jpg,Autumn,0.3938,0.275,0.0384,0.2927,0.02606,0.00959,0.001448,0.963,0.0003655,8.22e-05,0.43,0.57,0.02554,0.001738,0.4597,0.5127
/mnt/lake/VBags/141128/frame0221.jpg,Autumn,0.4875,0.368,0.02504,0.11945,0.02655,0.03574,0.001698,0.936,0.00277,0.001136,0.83,0.166,0.368,0.00384,0.1632,0.465
/mnt/lake/VBags/141128/frame0211.jpg,Autumn,0.5825,0.08527,0.0966,0.2355,0.0739,0.00437,0.006878,0.915,0.00306,0.0008564,0.7603,0.2356,0.2421,0.0002208,0.4055,0.3523
/mnt/lake/VBags/141128/frame0050.jpg,Autumn,0.4456,0.2922,0.0905,0.1718,0.01102,0.01191,0.000904,0.976,0.002554,0.0008693,0.4363,0.56,0.03644,0.002188,0.57,0.3916
/mnt/lake/VBags/141128/frame0301.jpg,Autumn,0.5503,0.1228,0.0274,0.2993,0.00481,0.0339,0.000836,0.9604,0.000661,0.0004232,0.2686,0.7305,0.03693,0.00905,0.1137,0.8403
/mnt/lake/VBags/141215/frame0103.jpg,Winter,0.05194,0.02571,0.001805,0.9204,0.000197,0.000368,1.085e-05,0.9995,1.2e-06,1.043e-05,0.0004954,0.9995,0.0002694,9.83e-06,9.17e-05,0.9995
/mnt/lake/VBags/141215/frame0384.jpg,Winter,0.105,0.0287,0.0008016,0.8657,0.00921,0.006428,0.0001488,0.9844,1.47e-05,4.834e-05,0.0002131,0.9995,0.003874,0.0002439,0.002277,0.9937
/mnt/lake/VBags/141215/frame0313.jpg,Winter,0.10944,0.0264,0.003464,0.861,0.00446,0.002106,0.00011337,0.993,2.94e-05,8.64e-05,0.00461,0.995,0.005207,6.765e-05,0.002312,0.992
/mnt/lake/VBags/141215/frame0327.jpg,Winter,0.1498,0.05017,0.00292,0.7974,0.001593,0.003424,3.356e-05,0.995,6.9e-06,7.015e-05,0.001867,0.998,0.002392,0.0001459,0.001922,0.9956
/mnt/lake/VBags/141215/frame0033.jpg,Winter,0.1703,0.02736,0.002838,0.8,0.002169,0.00618,9.24e-05,0.9917,4.107e-05,1.71e-05,0.006798,0.993,0.009125,0.0003886,0.01482,0.9756
/mnt/lake/VBags/141215/frame0338.jpg,Winter,0.1337,0.05402,0.005966,0.806,0.004246,0.004116,9.096e-05,0.9917,4.19e-05,3.39e-05,0.001926,0.998,0.002834,0.0001456,0.003473,0.9937
/mnt/lake/VBags/141215/frame0194.jpg,Winter,0.1853,0.03024,0.004425,0.7803,0.09924,0.01522,0.0009284,0.885,0.0003607,2.49e-05,0.028,0.9717,0.0677,0.000633,0.0404,0.891
/mnt/lake/VBags/141215/frame0179.jpg,Winter,0.10315,0.1187,0.004128,0.774,0.0231,0.00948,0.0002265,0.9673,0.00011235,0.0001972,0.007633,0.992,0.01446,0.000203,0.003078,0.9824
/mnt/lake/VBags/141215/frame0315.jpg,Winter,0.1197,0.109,0.002771,0.7686,0.0008817,0.001476,4.22e-05,0.9976,1.2e-05,0.0002328,0.005817,0.994,0.001304,3.42e-05,0.0003195,0.9985
/mnt/lake/VBags/141215/frame0117.jpg,Winter,0.1727,0.03146,0.00974,0.786,0.001344,0.001409,7.7e-05,0.997,2.52e-05,2.7e-06,0.002472,0.9976,0.0008283,2.75e-05,0.001388,0.9976
/mnt/lake/VBags/141215/frame0273.jpg,Winter,0.3286,0.09564,0.00761,0.568,0.002115,0.0003095,2.426e-05,0.9976,0.000847,2.44e-05,0.0558,0.9434,0.003004,2.724e-05,0.00767,0.9893
/mnt/lake/VBags/141215/frame0017.jpg,Winter,0.1865,0.2712,0.002499,0.5396,0.0001686,0.0005703,3.16e-06,0.999,9.31e-05,0.00806,0.0004337,0.991,0.0003054,1.67e-05,9.36e-06,0.9995
/mnt/lake/VBags/141215/frame0147.jpg,Winter,0.647,0.0785,0.004715,0.2698,0.00211,0.003069,1.717e-05,0.9946,0.002075,0.001128,0.1124,0.8843,0.02994,0.0007377,0.008446,0.961
/mnt/lake/VBags/141215/frame0452.jpg,Winter,0.5796,0.05392,0.003557,0.3628,0.001404,0.004395,3.25e-05,0.994,0.000162,3.79e-05,0.01665,0.983,0.00979,0.000626,0.00642,0.9834
/mnt/lake/VBags/141215/frame0451.jpg,Winter,0.6597,0.0674,0.006077,0.2666,0.0009327,0.007687,6.247e-05,0.991,0.000523,6.6e-05,0.0685,0.931,0.013054,0.000848,0.0117,0.9746
/mnt/lake/VBags/141215/frame0445.jpg,Winter,0.53,0.06134,0.0087,0.4,0.0015955,0.01663,0.0001508,0.9814,0.000529,2.72e-05,0.04333,0.956,0.0194,0.001012,0.01558,0.964
/mnt/lake/VBags/141215/frame0060.jpg,Winter,0.514,0.0409,0.03186,0.413,0.007317,0.003403,0.0003216,0.989,0.000574,3.475e-05,0.7246,0.275,0.04037,0.000674,0.0954,0.864
/mnt/lake/VBags/141215/frame0036.jpg,Winter,0.584,0.0983,0.005375,0.3125,0.000567,0.005817,2.38e-05,0.9937,0.0006094,0.001508,0.01031,0.988,0.0049,0.0001901,0.0003135,0.9946
/mnt/lake/VBags/141215/frame0298.jpg,Winter,0.3633,0.149,0.00655,0.4812,0.002314,0.00406,7.55e-05,0.9937,0.0009384,7.12e-05,0.09796,0.901,0.01176,0.0011635,0.02374,0.9634
/mnt/lake/VBags/141215/frame0143.jpg,Winter,0.81,0.03848,0.00381,0.1476,0.004513,0.005276,9.67e-05,0.99,0.01555,0.00449,0.2979,0.682,0.1492,0.000713,0.004948,0.845
/mnt/lake/VBags/141215/frame0418.jpg,Winter,0.4807,0.11597,0.00464,0.3987,0.01564,0.03111,0.00043,0.9526,0.0001111,1.48e-05,0.003325,0.9966,0.02907,0.004124,0.1302,0.8364
/mnt/lake/VBags/141215/frame0447.jpg,Winter,0.417,0.11224,0.012596,0.458,0.00569,0.0515,0.000419,0.9424,0.0002546,3.844e-05,0.0177,0.982,0.02107,0.007057,0.03314,0.939
/mnt/lake/VBags/141215/frame0396.jpg,Winter,0.4265,0.05338,0.005806,0.514,0.002234,0.02292,0.0002178,0.9746,8.73e-05,7.03e-06,0.009705,0.99,0.02182,0.000989,0.02017,0.957
/mnt/lake/VBags/141215/frame0387.jpg,Winter,0.1786,0.08704,0.00531,0.729,0.01162,0.00549,0.0003974,0.9824,3.296e-05,2.91e-05,0.0002823,0.9995,0.002659,0.0001206,0.004967,0.992
/mnt/lake/VBags/141215/frame0437.jpg,Winter,0.3477,0.05945,0.001714,0.5913,0.000865,0.00475,2.49e-05,0.994,4.065e-05,6e-06,0.001525,0.9985,0.004658,0.000737,0.004112,0.9907
/mnt/lake/VBags/141215/frame0389.jpg,Winter,0.4534,0.08923,0.01117,0.4463,0.007717,0.057,0.0006957,0.9346,0.0001938,4.226e-05,0.0248,0.975,0.0301,0.00849,0.1349,0.8267
/mnt/lake/VBags/141215/frame0417.jpg,Winter,0.5566,0.1167,0.00432,0.3223,0.004364,0.02322,0.0001219,0.972,0.0001052,5.2e-06,0.003273,0.9966,0.012146,0.003119,0.04956,0.935
/mnt/lake/VBags/141215/frame0419.jpg,Winter,0.557,0.08813,0.006382,0.3486,0.002024,0.02881,8.89e-05,0.969,0.0001556,9.66e-05,0.01001,0.9897,0.013596,0.004627,0.01339,0.9683
/mnt/lake/VBags/141215/frame0392.jpg,Winter,0.4036,0.03696,0.00799,0.552,0.00264,0.0124,0.000238,0.985,0.0002465,6.26e-06,0.01854,0.9814,0.02255,0.0008087,0.047,0.9297
/mnt/lake/VBags/141215/frame0459.jpg,Winter,0.4739,0.0786,0.009094,0.4382,0.001283,0.03204,0.0001605,0.9663,9.8e-05,0.0001329,0.01169,0.9883,0.01342,0.003967,0.01184,0.9707
/mnt/lake/VBags/141215/frame0020.jpg,Winter,0.1908,0.1793,0.004086,0.626,0.0002694,0.0002453,2.26e-06,0.9995,3.815e-05,0.000461,0.009705,0.9897,0.000424,7.15e-06,2.71e-05,0.9995
/mnt/lake/VBags/141215/frame0029.jpg,Winter,0.7026,0.03287,0.01814,0.2466,0.001185,0.001955,6.69e-05,0.9966,0.001091,0.0003102,0.317,0.6816,0.0502,0.0001782,0.002384,0.9473
/mnt/lake/VBags/141215/frame0021.jpg,Winter,0.08716,0.0794,0.006313,0.827,0.0001851,0.000626,4.1e-06,0.999,5.52e-05,0.0001987,0.007935,0.9917,0.0006166,3.42e-05,0.0003197,0.999
/mnt/lake/VBags/141215/frame0334.jpg,Winter,0.217,0.02634,0.0108,0.7456,0.0006046,0.003592,6.276e-05,0.9956,0.0002692,0.001073,0.0311,0.968,0.00968,0.00025,0.002195,0.988
/mnt/lake/VBags/141215/frame0022.jpg,Winter,0.4263,0.0764,0.00689,0.4905,0.002012,0.003757,2.65e-05,0.994,0.0004551,0.0002456,0.0953,0.904,0.01257,0.0003798,0.003658,0.9834
/mnt/lake/VBags/141215/frame0090.jpg,Winter,0.5522,0.04395,0.02426,0.3796,0.0011635,0.004974,0.0001152,0.9937,0.001021,0.001463,0.2744,0.723,0.02821,0.000706,0.02197,0.949
/mnt/lake/VBags/141215/frame0140.jpg,Winter,0.5576,0.09686,0.007706,0.3381,0.00868,0.003,0.000134,0.9883,0.00293,0.0003965,0.344,0.653,0.0821,0.0004804,0.02109,0.8965
/mnt/lake/VBags/141215/frame0310.jpg,Winter,0.5483,0.08026,0.005905,0.3655,0.002033,0.00869,5.86e-05,0.9893,0.001752,0.0009527,0.1963,0.801,0.06824,0.001372,0.003046,0.9272
/mnt/lake/VBags/141215/frame0279.jpg,Winter,0.4268,0.162,0.00425,0.4072,0.004974,0.001339,4.375e-05,0.9937,0.000684,0.000352,0.02127,0.9775,0.014046,0.0001234,0.0012665,0.9844
/mnt/lake/VBags/141215/frame0285.jpg,Winter,0.7173,0.08044,0.00317,0.1992,0.005215,0.0011635,1.52e-05,0.9937,0.0002847,0.000395,0.007572,0.9917,0.02129,6.88e-05,0.0003386,0.9785
/mnt/lake/VBags/141222/frame0089.jpg,Winter,0.1318,0.02086,0.001252,0.846,0.0004935,0.003822,2.01e-05,0.9956,5.19e-05,4.17e-05,0.00591,0.994,0.00307,0.0002642,0.001473,0.995
/mnt/lake/VBags/141222/frame0191.jpg,Winter,0.1549,0.04507,0.013535,0.7866,0.002077,0.002354,0.0001191,0.9956,0.0001796,4.37e-05,0.02975,0.97,0.003214,8.7e-05,0.002583,0.994
/mnt/lake/VBags/141222/frame0193.jpg,Winter,0.1404,0.03494,0.00386,0.821,0.0006757,0.002048,3.47e-05,0.997,3.1e-05,7.1e-06,0.01385,0.9863,0.001475,0.0001708,0.001303,0.997
/mnt/lake/VBags/141222/frame0317.jpg,Winter,0.238,0.03766,0.002407,0.7217,0.0682,0.00429,0.0005546,0.927,0.0006423,0.000149,0.005905,0.993,0.01695,0.0001943,0.05734,0.9253
/mnt/lake/VBags/141222/frame0192.jpg,Winter,0.1866,0.05783,0.005726,0.75,0.00198,0.00439,6.36e-05,0.9937,8.565e-05,0.0001074,0.00573,0.994,0.005215,0.000117,0.001127,0.9937
/mnt/lake/VBags/141222/frame0165.jpg,Winter,0.185,0.11224,0.00422,0.698,0.005527,0.004513,0.0002975,0.9897,6.75e-05,9.51e-05,0.002083,0.9976,0.001806,0.0001085,0.001893,0.996
/mnt/lake/VBags/141222/frame0242.jpg,Winter,0.1906,0.0648,0.002438,0.742,0.001807,0.00143,2.897e-05,0.9966,1.144e-05,3.19e-05,0.00097,0.999,0.003172,3.606e-05,0.0002371,0.9966
/mnt/lake/VBags/141222/frame0106.jpg,Winter,0.2708,0.02478,0.002611,0.702,0.00218,0.001364,6.58e-05,0.9966,3.45e-05,1.31e-05,0.007935,0.992,0.007668,2.83e-05,0.003456,0.989
/mnt/lake/VBags/141222/frame0096.jpg,Winter,0.232,0.0494,0.00358,0.715,0.001394,0.01149,6.13e-05,0.987,1.37e-05,8.05e-06,0.002981,0.997,0.004578,0.001038,0.00606,0.9883
/mnt/lake/VBags/141222/frame0090.jpg,Winter,0.186,0.02722,0.003626,0.783,0.000945,0.01016,5.5e-05,0.989,0.002445,0.005642,0.2052,0.7866,0.011284,0.000805,0.003134,0.985
/mnt/lake/VBags/141222/frame0147.jpg,Winter,0.5674,0.07214,0.005146,0.3552,0.0007496,0.00769,3.195e-05,0.9917,0.0002147,4.5e-05,0.03162,0.9683,0.00495,0.001292,0.0048,0.989
/mnt/lake/VBags/141222/frame0264.jpg,Winter,0.6094,0.0642,0.01032,0.3162,0.001404,0.004677,3.624e-05,0.9937,0.0007925,0.0003383,0.1022,0.8965,0.01836,0.001211,0.008675,0.9717
/mnt/lake/VBags/141222/frame0144.jpg,Winter,0.368,0.04327,0.00996,0.5786,0.000555,0.011154,4.93e-05,0.9883,0.0002085,4.405e-05,0.04468,0.955,0.007298,0.001003,0.005424,0.9863
/mnt/lake/VBags/141222/frame0447.jpg,Winter,0.4888,0.14,0.007904,0.3633,0.001569,0.002886,1.4e-05,0.9956,0.00075,0.001625,0.1558,0.842,0.01741,0.001148,0.01585,0.966
/mnt/lake/VBags/141222/frame0080.jpg,Winter,0.4612,0.09515,0.003576,0.4402,0.0001441,0.000856,2.44e-06,0.999,0.0005035,0.003693,0.02625,0.9697,0.00669,2.57e-05,1.09e-05,0.993
/mnt/lake/VBags/141222/frame0442.jpg,Winter,0.5474,0.1166,0.003925,0.332,0.00103,0.001725,2.01e-05,0.997,0.0005536,0.0003576,0.0362,0.963,0.01032,0.0001616,0.0004327,0.9893
/mnt/lake/VBags/141222/frame0428.jpg,Winter,0.5767,0.10175,0.008224,0.3135,0.0028,0.0002773,8.07e-05,0.997,0.005,0.0004876,0.05634,0.938,0.006084,2.41e-05,0.002007,0.9917
/mnt/lake/VBags/141222/frame0225.jpg,Winter,0.5576,0.07666,0.011566,0.3542,0.0018425,0.01361,5.23e-05,0.9844,0.0007215,0.0002306,0.1096,0.8896,0.03885,0.00314,0.01697,0.941
/mnt/lake/VBags/141222/frame0279.jpg,Winter,0.4019,0.1346,0.00834,0.4553,0.002277,0.003998,5.704e-05,0.9937,0.0005283,9.85e-05,0.1293,0.87,0.00914,0.001516,0.011925,0.9775
/mnt/lake/VBags/141222/frame0075.jpg,Winter,0.3347,0.1509,0.004147,0.5103,0.0008144,0.002798,1.615e-05,0.9966,0.00152,0.008156,0.002817,0.9873,0.001839,9.745e-05,6.49e-05,0.998
/mnt/lake/VBags/141222/frame0385.jpg,Winter,0.2622,0.564,0.00688,0.1667,0.448,0.003447,0.00833,0.5405,0.0008035,7.24e-05,0.000588,0.9985,0.04056,0.0003023,0.01434,0.945
/mnt/lake/VBags/141222/frame0150.jpg,Winter,0.4133,0.0605,0.003748,0.5225,0.004276,0.02788,0.0002863,0.968,0.00011194,6.44e-06,0.003883,0.996,0.02206,0.001676,0.02313,0.953
/mnt/lake/VBags/141222/frame0104.jpg,Winter,0.354,0.1431,0.003582,0.4993,0.006165,0.00437,0.000179,0.9893,1.067e-05,4.65e-06,0.000744,0.999,0.005642,0.0004778,0.05972,0.934
/mnt/lake/VBags/141222/frame0149.jpg,Winter,0.3718,0.031,0.00293,0.594,0.00131,0.011314,8.917e-05,0.9873,6.086e-05,5.7e-06,0.00365,0.996,0.0088,0.0005803,0.005093,0.9854
/mnt/lake/VBags/141222/frame0117.jpg,Winter,0.3538,0.0675,0.00432,0.574,0.002981,0.0452,0.000129,0.9517,4.387e-05,5.3e-06,0.00289,0.997,0.00998,0.00443,0.01408,0.9717
/mnt/lake/VBags/141222/frame0103.jpg,Winter,0.4956,0.09607,0.010284,0.3982,0.01183,0.06198,0.000818,0.9253,0.0003288,2e-05,0.01971,0.98,0.04422,0.008705,0.126,0.8213
/mnt/lake/VBags/141222/frame0102.jpg,Winter,0.3694,0.0594,0.00779,0.5635,0.007454,0.04565,0.0004916,0.9463,9.817e-05,2.295e-05,0.00986,0.99,0.02747,0.00558,0.0432,0.924
/mnt/lake/VBags/141222/frame0112.jpg,Winter,0.3794,0.08734,0.00663,0.527,0.001534,0.02438,8.935e-05,0.974,7.25e-05,3.165e-05,0.00871,0.991,0.01046,0.003292,0.01453,0.9717
/mnt/lake/VBags/141222/frame0380.jpg,Winter,0.2397,0.10474,0.01374,0.6416,0.1571,0.02953,0.002832,0.8105,0.0005503,8.57e-05,0.00426,0.995,0.03061,0.001098,0.04526,0.923
/mnt/lake/VBags/141222/frame0115.jpg,Winter,0.2627,0.0409,0.00466,0.692,0.001409,0.01663,5.996e-05,0.982,2.223e-05,3.1e-06,0.002182,0.9976,0.006256,0.001821,0.01868,0.973
/mnt/lake/VBags/141222/frame0079.jpg,Winter,0.4192,0.07635,0.00657,0.4978,0.0004792,0.002115,1.34e-05,0.9976,0.001004,0.00241,0.02434,0.972,0.009125,6.443e-05,0.00012034,0.9907
/mnt/lake/VBags/141222/frame0445.jpg,Winter,0.557,0.0999,0.00505,0.338,0.001581,0.010475,2.94e-05,0.988,0.0002041,0.0001339,0.01971,0.98,0.01397,0.002142,0.004753,0.979
/mnt/lake/VBags/141222/frame0224.jpg,Winter,0.574,0.0908,0.01816,0.317,0.001399,0.0233,0.00010455,0.975,0.0005355,0.000114,0.1709,0.8286,0.03046,0.0046,0.01735,0.9478
